time,channel_0
0.897,32785.99260591472
0.898,32784.97361003453
0.899,32788.03059767509
0.900,32788.03059767509
0.901,32788.03059767509
0.902,32784.97361003453
0.903,32785.99260591472
0.904,32788.03059767509
0.905,32788.03059767509
0.906,32785.99260591472
0.907,32788.03059767509
0.908,32787.011601794904
0.909,32785.99260591472
0.910,32785.99260591472
0.911,32785.99260591472
0.912,32785.99260591472
0.913,32787.011601794904
0.914,32789.049593555275
0.915,32785.99260591472
0.916,32787.011601794904
0.917,32789.049593555275
0.918,32788.03059767509
0.919,32787.011601794904
0.920,32787.011601794904
0.921,32787.011601794904
0.922,32784.97361003453
0.923,32785.99260591472
0.924,32784.97361003453
0.925,32788.03059767509
0.926,32787.011601794904
0.927,32784.97361003453
0.928,32785.99260591472
0.929,32787.011601794904
0.930,32789.049593555275
0.931,32788.03059767509
0.932,32785.99260591472
0.933,32787.011601794904
0.934,32785.99260591472
0.935,32788.03059767509
0.936,32787.011601794904
0.937,32788.03059767509
0.938,32788.03059767509
0.939,32788.03059767509
0.940,32788.03059767509
0.941,32789.049593555275
0.942,32788.03059767509
0.943,32788.03059767509
0.944,32789.049593555275
0.945,32787.011601794904
0.946,32785.99260591472
0.947,32787.011601794904
0.948,32789.049593555275
0.949,32790.06858943546
0.950,32788.03059767509
0.951,32787.011601794904
0.952,32788.03059767509
0.953,32785.99260591472
0.954,32787.011601794904
0.955,32787.011601794904
0.956,32785.99260591472
0.957,32785.99260591472
0.958,32788.03059767509
0.959,32788.03059767509
0.960,32788.03059767509
0.961,32788.03059767509
0.962,32785.99260591472
0.963,32784.97361003453
0.964,32784.97361003453
0.965,32784.97361003453
0.966,32785.99260591472
0.967,32785.99260591472
0.968,32785.99260591472
0.969,32788.03059767509
0.970,32789.049593555275
0.971,32787.011601794904
0.972,32788.03059767509
0.973,32787.011601794904
0.974,32788.03059767509
0.975,32788.03059767509
0.976,32787.011601794904
0.977,32788.03059767509
0.978,32788.03059767509
0.979,32785.99260591472
0.980,32785.99260591472
0.981,32785.99260591472
0.982,32787.011601794904
0.983,32784.97361003453
0.984,32784.97361003453
0.985,32785.99260591472
0.986,32784.97361003453
0.987,32785.99260591472
0.988,32787.011601794904
0.989,32785.99260591472
0.990,32785.99260591472
0.991,32790.06858943546
0.992,32785.99260591472
0.993,32785.99260591472
0.994,32785.99260591472
0.995,32785.99260591472
0.996,32784.97361003453
0.997,32787.011601794904
0.998,32785.99260591472
0.999,32787.011601794904
1.000,32788.03059767509
1.001,32788.03059767509
1.002,32783.95461415435
1.003,32784.97361003453
1.004,32784.97361003453
1.005,32784.97361003453
1.006,32785.99260591472
1.007,32785.99260591472
1.008,32787.011601794904
1.009,32785.99260591472
1.010,32785.99260591472
1.011,32785.99260591472
1.012,32788.03059767509
1.013,32785.99260591472
1.014,32785.99260591472
1.015,32785.99260591472
1.016,32787.011601794904
1.017,32788.03059767509
1.018,32788.03059767509
1.019,32784.97361003453
1.020,32787.011601794904
1.021,32789.049593555275
1.022,32788.03059767509
1.023,32787.011601794904
1.024,32785.99260591472
1.025,32787.011601794904
1.026,32785.99260591472
1.027,32785.99260591472
1.028,32784.97361003453
1.029,32787.011601794904
1.030,32787.011601794904
1.031,32785.99260591472
1.032,32787.011601794904
1.033,32789.049593555275
1.034,32788.03059767509
1.035,32785.99260591472
1.036,32785.99260591472
1.037,32785.99260591472
1.038,32788.03059767509
1.039,32787.011601794904
1.040,32785.99260591472
1.041,32785.99260591472
1.042,32788.03059767509
1.043,32784.97361003453
1.044,32787.011601794904
1.045,32785.99260591472
1.046,32787.011601794904
1.047,32785.99260591472
1.048,32783.95461415435
1.049,32787.011601794904
1.050,32788.03059767509
1.051,32789.049593555275
1.052,32787.011601794904
1.053,32785.99260591472
1.054,32784.97361003453
1.055,32785.99260591472
1.056,32789.049593555275
1.057,32785.99260591472
1.058,32787.011601794904
1.059,32788.03059767509
1.060,32784.97361003453
1.061,32785.99260591472
1.062,32787.011601794904
1.063,32787.011601794904
1.064,32785.99260591472
1.065,32785.99260591472
1.066,32788.03059767509
1.067,32785.99260591472
1.068,32788.03059767509
1.069,32787.011601794904
1.070,32785.99260591472
1.071,32787.011601794904
1.072,32785.99260591472
1.073,32787.011601794904
1.074,32788.03059767509
1.075,32788.03059767509
1.076,32787.011601794904
1.077,32784.97361003453
1.078,32785.99260591472
1.079,32788.03059767509
1.080,32788.03059767509
1.081,32788.03059767509
1.082,32788.03059767509
1.083,32788.03059767509
1.084,32789.049593555275
1.085,32787.011601794904
1.086,32787.011601794904
1.087,32784.97361003453
1.088,32787.011601794904
1.089,32788.03059767509
1.090,32785.99260591472
1.091,32785.99260591472
1.092,32785.99260591472
1.093,32787.011601794904
1.094,32787.011601794904
1.095,32785.99260591472
1.096,32787.011601794904
1.097,32785.99260591472
1.098,32788.03059767509
1.099,32787.011601794904
1.100,32785.99260591472
1.101,32787.011601794904
1.102,32784.97361003453
1.103,32784.97361003453
1.104,32785.99260591472
1.105,32785.99260591472
1.106,32783.95461415435
1.107,32784.97361003453
1.108,32785.99260591472
1.109,32788.03059767509
1.110,32787.011601794904
1.111,32788.03059767509
1.112,32787.011601794904
1.113,32785.99260591472
1.114,32784.97361003453
1.115,32787.011601794904
1.116,32787.011601794904
1.117,32785.99260591472
1.118,32787.011601794904
1.119,32787.011601794904
1.120,32787.011601794904
1.121,32784.97361003453
1.122,32785.99260591472
1.123,32785.99260591472
1.124,32785.99260591472
1.125,32785.99260591472
1.126,32784.97361003453
1.127,32788.03059767509
1.128,32787.011601794904
1.129,32788.03059767509
1.130,32785.99260591472
1.131,32787.011601794904
1.132,32785.99260591472
1.133,32785.99260591472
1.134,32788.03059767509
1.135,32784.97361003453
1.136,32785.99260591472
1.137,32787.011601794904
1.138,32787.011601794904
1.139,32785.99260591472
1.140,32785.99260591472
1.141,32787.011601794904
1.142,32785.99260591472
1.143,32788.03059767509
1.144,32789.049593555275
1.145,32789.049593555275
1.146,32787.011601794904
1.147,32785.99260591472
1.148,32787.011601794904
1.149,32788.03059767509
1.150,32787.011601794904
1.151,32785.99260591472
1.152,32787.011601794904
1.153,32785.99260591472
1.154,32784.97361003453
1.155,32785.99260591472
1.156,32787.011601794904
1.157,32787.011601794904
1.158,32785.99260591472
1.159,32787.011601794904
1.160,32784.97361003453
1.161,32785.99260591472
1.162,32785.99260591472
