time,channel_0
1.026,32793.12557707602
1.027,32791.08758531565
1.028,32792.10658119583
1.029,32792.10658119583
1.030,32792.10658119583
1.031,32793.12557707602
1.032,32793.12557707602
1.033,32793.12557707602
1.034,32792.10658119583
1.035,32791.08758531565
1.036,32793.12557707602
1.037,32792.10658119583
1.038,32792.10658119583
1.039,32792.10658119583
1.040,32792.10658119583
1.041,32792.10658119583
1.042,32794.144572956204
1.043,32792.10658119583
1.044,32793.12557707602
1.045,32792.10658119583
1.046,32793.12557707602
1.047,32793.12557707602
1.048,32793.12557707602
1.049,32791.08758531565
1.050,32793.12557707602
1.051,32793.12557707602
1.052,32792.10658119583
1.053,32791.08758531565
1.054,32791.08758531565
1.055,32791.08758531565
1.056,32792.10658119583
1.057,32791.08758531565
1.058,32790.06858943546
1.059,32793.12557707602
1.060,32791.08758531565
1.061,32790.06858943546
1.062,32790.06858943546
1.063,32792.10658119583
1.064,32791.08758531565
1.065,32792.10658119583
1.066,32791.08758531565
1.067,32792.10658119583
1.068,32793.12557707602
1.069,32792.10658119583
1.070,32793.12557707602
1.071,32792.10658119583
1.072,32792.10658119583
1.073,32789.049593555275
1.074,32790.06858943546
1.075,32792.10658119583
1.076,32792.10658119583
1.077,32791.08758531565
1.078,32792.10658119583
1.079,32793.12557707602
1.080,32792.10658119583
1.081,32793.12557707602
1.082,32792.10658119583
1.083,32792.10658119583
1.084,32792.10658119583
1.085,32794.144572956204
1.086,32790.06858943546
1.087,32791.08758531565
1.088,32793.12557707602
1.089,32792.10658119583
1.090,32792.10658119583
1.091,32792.10658119583
1.092,32792.10658119583
1.093,32792.10658119583
1.094,32793.12557707602
1.095,32792.10658119583
1.096,32793.12557707602
1.097,32790.06858943546
1.098,32794.144572956204
1.099,32793.12557707602
1.100,32792.10658119583
1.101,32793.12557707602
1.102,32792.10658119583
1.103,32790.06858943546
1.104,32794.144572956204
1.105,32794.144572956204
1.106,32795.16356883638
1.107,32794.144572956204
1.108,32792.10658119583
1.109,32792.10658119583
1.110,32792.10658119583
1.111,32793.12557707602
1.112,32792.10658119583
1.113,32792.10658119583
1.114,32790.06858943546
1.115,32792.10658119583
1.116,32792.10658119583
1.117,32792.10658119583
1.118,32792.10658119583
1.119,32793.12557707602
1.120,32792.10658119583
1.121,32792.10658119583
1.122,32792.10658119583
1.123,32790.06858943546
1.124,32792.10658119583
1.125,32791.08758531565
1.126,32791.08758531565
1.127,32792.10658119583
1.128,32793.12557707602
1.129,32791.08758531565
1.130,32793.12557707602
1.131,32791.08758531565
1.132,32793.12557707602
1.133,32793.12557707602
1.134,32793.12557707602
1.135,32791.08758531565
1.136,32792.10658119583
1.137,32793.12557707602
1.138,32791.08758531565
1.139,32790.06858943546
1.140,32791.08758531565
1.141,32793.12557707602
1.142,32792.10658119583
1.143,32792.10658119583
1.144,32794.144572956204
1.145,32792.10658119583
1.146,32791.08758531565
1.147,32793.12557707602
1.148,32793.12557707602
1.149,32789.049593555275
1.150,32793.12557707602
1.151,32789.049593555275
1.152,32792.10658119583
1.153,32791.08758531565
1.154,32792.10658119583
1.155,32792.10658119583
1.156,32792.10658119583
1.157,32795.16356883638
1.158,32790.06858943546
1.159,32791.08758531565
1.160,32792.10658119583
1.161,32793.12557707602
1.162,32792.10658119583
1.163,32789.049593555275
