time,CH0_raw,CH1_raw,CH2_raw
0.257,32789.049593555275,32765.61268831102,32778.859634753426
0.258,32790.06858943546,32766.631684191205,32779.87863063361
0.259,32788.03059767509,32769.68867183176,32782.93561827417
0.26,32787.011601794904,32767.65068007139,32780.8976265138
0.261,32789.049593555275,32767.65068007139,32778.859634753426
0.262,32790.06858943546,32767.65068007139,32781.91662239398
0.263,32788.03059767509,32769.68867183176,32776.821642993054
0.264,32789.049593555275,32769.68867183176,32784.97361003453
0.265,32789.049593555275,32767.65068007139,32783.95461415435
0.266,32788.03059767509,32766.631684191205,32784.97361003453
0.267,32788.03059767509,32767.65068007139,32781.91662239398
0.268,32788.03059767509,32769.68867183176,32783.95461415435
0.269,32788.03059767509,32767.65068007139,32781.91662239398
0.27,32787.011601794904,32768.669675951576,32779.87863063361
0.271,32788.03059767509,32767.65068007139,32781.91662239398
0.272,32788.03059767509,32768.669675951576,32781.91662239398
0.273,32788.03059767509,32768.669675951576,32781.91662239398
0.274,32789.049593555275,32769.68867183176,32782.93561827417
0.275,32788.03059767509,32768.669675951576,32780.8976265138
0.276,32787.011601794904,32767.65068007139,32781.91662239398
0.277,32789.049593555275,32768.669675951576,32781.91662239398
0.278,32789.049593555275,32767.65068007139,32782.93561827417
0.279,32789.049593555275,32769.68867183176,32782.93561827417
0.28,32788.03059767509,32768.669675951576,32780.8976265138
0.281,32789.049593555275,32768.669675951576,32778.859634753426
0.282,32787.011601794904,32769.68867183176,32785.99260591472
0.283,32789.049593555275,32768.669675951576,32783.95461415435
0.284,32789.049593555275,32767.65068007139,32784.97361003453
0.285,32788.03059767509,32768.669675951576,32783.95461415435
0.286,32789.049593555275,32768.669675951576,32783.95461415435
0.287,32788.03059767509,32768.669675951576,32783.95461415435
0.288,32789.049593555275,32770.70766771195,32782.93561827417
0.289,32788.03059767509,32769.68867183176,32784.97361003453
0.29,32788.03059767509,32769.68867183176,32779.87863063361
0.291,32787.011601794904,32769.68867183176,32782.93561827417
0.292,32789.049593555275,32769.68867183176,32783.95461415435
0.293,32789.049593555275,32769.68867183176,32780.8976265138
0.294,32789.049593555275,32768.669675951576,32778.859634753426
0.295,32789.049593555275,32769.68867183176,32781.91662239398
0.296,32788.03059767509,32766.631684191205,32781.91662239398
0.297,32789.049593555275,32767.65068007139,32779.87863063361
0.298,32789.049593555275,32766.631684191205,32779.87863063361
0.299,32789.049593555275,32766.631684191205,32783.95461415435
0.3,32789.049593555275,32767.65068007139,32781.91662239398
0.301,32789.049593555275,32765.61268831102,32780.8976265138
0.302,32789.049593555275,32766.631684191205,32780.8976265138
0.303,32788.03059767509,32767.65068007139,32781.91662239398
0.304,32788.03059767509,32767.65068007139,32782.93561827417
0.305,32789.049593555275,32768.669675951576,32782.93561827417
0.306,32789.049593555275,32767.65068007139,32785.99260591472
0.307,32788.03059767509,32767.65068007139,32781.91662239398
0.308,32788.03059767509,32767.65068007139,32781.91662239398
0.309,32789.049593555275,32768.669675951576,32782.93561827417
0.31,32788.03059767509,32766.631684191205,32782.93561827417
0.311,32788.03059767509,32767.65068007139,32784.97361003453
0.312,32789.049593555275,32768.669675951576,32784.97361003453
0.313,32789.049593555275,32764.593692430833,32779.87863063361
0.314,32789.049593555275,32769.68867183176,32781.91662239398
0.315,32789.049593555275,32766.631684191205,32781.91662239398
0.316,32789.049593555275,32768.669675951576,32781.91662239398
0.317,32789.049593555275,32769.68867183176,32783.95461415435
0.318,32789.049593555275,32767.65068007139,32780.8976265138
0.319,32789.049593555275,32767.65068007139,32780.8976265138
0.32,32788.03059767509,32767.65068007139,32782.93561827417
0.321,32788.03059767509,32767.65068007139,32779.87863063361
0.322,32789.049593555275,32767.65068007139,32780.8976265138
