Time,L_Fx,L_Fy,L_Fz,L_Mx,L_My,L_Mz,R_Fx,R_Fy,R_Fz,R_Mx,R_My,R_Mz
0.0790,2.12,2.12,6.73,0.36,0.46,0.18,0.08,0.86,0.78,0.35,0.08,0.27
0.0800,1.97,2.12,5.49,0.17,0.27,0.11,-0.08,1.01,1.09,0.35,-0.02,0.15
0.0810,1.35,2.90,6.11,0.40,0.55,0.23,-0.70,1.17,1.40,0.40,0.02,0.18
0.0820,1.19,2.12,5.49,0.31,0.27,0.09,-0.54,0.86,1.40,0.44,0.11,0.13
0.0830,1.81,2.43,4.25,0.22,0.30,0.11,-0.23,0.86,1.09,0.44,0.02,0.22
0.0840,2.12,1.97,4.25,0.12,0.08,-0.08,-0.08,0.86,1.72,0.44,0.08,0.13
0.0850,2.12,2.28,6.73,0.54,0.58,0.11,-0.39,1.01,2.03,0.35,-0.02,0.25
0.0860,1.97,2.12,5.49,0.12,0.30,-0.05,0.24,1.32,2.65,0.40,0.08,0.25
0.0870,1.50,2.28,5.18,0.17,0.24,-0.03,0.70,0.86,4.21,0.35,0.05,0.13
0.0880,2.12,2.75,7.67,0.36,0.49,0.25,0.39,0.39,4.21,0.35,0.08,0.15
0.0890,2.43,2.28,5.49,0.31,0.46,-0.03,0.08,-0.23,3.27,0.40,0.14,0.18
0.0900,1.81,1.81,5.80,0.26,0.30,0.06,-0.23,0.55,1.40,0.40,0.05,0.18
0.0910,1.97,1.81,4.56,0.12,0.08,-0.08,-0.85,0.70,0.47,0.44,0.14,0.27
0.0920,1.66,2.12,6.11,0.36,0.67,0.18,-0.54,1.48,-1.09,0.44,0.05,0.22
0.0930,1.19,2.43,4.25,0.26,0.39,0.11,-0.70,1.95,-1.09,0.35,0.11,0.27
0.0940,2.12,1.97,4.56,0.17,0.27,0.06,-0.08,1.64,-0.15,0.21,0.11,0.25
0.0950,2.43,1.81,5.18,0.03,0.21,0.02,0.08,1.64,0.47,0.35,0.05,0.13
0.0960,2.43,2.43,6.11,0.22,0.27,0.04,0.08,1.79,0.78,0.40,0.02,0.13
0.0970,2.43,2.12,5.80,0.12,0.27,-0.03,0.24,0.70,1.72,0.40,0.05,0.15
0.0980,1.97,2.75,7.36,0.50,0.42,0.09,0.08,0.55,2.03,0.44,0.08,0.27
0.0990,1.50,2.59,6.42,0.45,0.27,0.04,-0.70,0.08,2.03,0.44,0.05,0.25
0.1000,1.81,2.28,6.11,0.26,0.33,-0.01,-0.70,0.08,2.65,0.54,0.02,0.22
0.1010,2.12,1.97,6.73,0.50,0.64,0.13,0.08,0.70,2.03,0.40,0.08,0.15
0.1020,1.50,1.97,5.18,0.22,0.30,0.09,-0.08,0.86,2.03,0.40,0.05,0.18
0.1030,1.97,1.81,5.49,0.26,0.58,0.30,-0.08,2.10,0.78,0.44,-0.05,0.22
0.1040,1.66,2.12,4.56,0.08,0.36,0.02,0.08,1.95,0.47,0.44,-0.02,0.22
0.1050,2.28,2.28,3.31,0.12,0.27,-0.12,-0.39,1.79,0.47,0.44,-0.08,0.22
0.1060,2.43,2.59,6.42,0.36,0.52,0.16,-0.70,1.17,0.78,0.30,0.02,0.22
0.1070,2.59,2.59,5.18,0.17,0.08,-0.12,-0.85,0.39,0.16,0.44,0.05,0.32
0.1080,2.43,2.59,6.73,0.36,0.24,-0.01,-0.23,0.39,0.78,0.44,0.05,0.25
0.1090,2.43,2.59,7.98,0.45,0.49,0.18,-0.08,0.39,1.40,0.49,0.08,0.18
0.1100,2.12,3.06,7.05,0.45,0.42,0.18,-0.23,0.39,2.34,0.44,0.02,0.13
0.1110,1.50,2.28,4.56,0.22,0.27,0.09,0.08,0.86,1.72,0.40,0.02,0.18
0.1120,1.19,1.50,3.63,0.08,0.21,-0.10,0.24,1.64,2.34,0.44,0.05,0.20
0.1130,1.19,1.35,3.63,0.17,0.30,0.09,-0.08,1.64,1.40,0.44,0.05,0.25
0.1140,1.35,2.28,3.94,0.26,0.24,-0.03,-0.23,1.95,1.09,0.35,0.05,0.18
